Customer_ID,Customer_Name,Total_Orders,Units_Sold,Revenue,Profit,Profit_Margin_Percent,Revenue_Rank,Profit_Rank,Customer_Row_Number,Revenue_Quartile,Customer_Value_Segment
CUST01349,Ananya Singh,17,39,209542.09,48600.29,23.19,3237,3404,3237,3,Medium-Low Value
CUST05766,Priya Kumar,11,19,209540.56,48296.95,23.05,3238,3437,3238,3,Medium-Low Value
CUST02150,Pooja Sharma,9,22,209502.75,50516.31,24.11,3239,3211,3239,3,Medium-Low Value
CUST00097,Rohan Nair,12,34,209453.43,40243.77,19.21,3240,4263,3240,3,Medium-Low Value
CUST00221,Amit Singh,13,36,209447.53,49724.22,23.74,3241,3294,3241,3,Medium-Low Value
CUST02804,Priya Sharma,13,31,209355.08,54082.7,25.83,3242,2867,3242,3,Medium-Low Value
CUST03763,Rohan Singh,10,31,209354.09,45983.74,21.96,3243,3672,3243,3,Medium-Low Value
CUST04065,Rohan Deshmukh,15,34,209295.23,56022.95,26.77,3244,2699,3244,3,Medium-Low Value
CUST05886,Sneha Shah,17,40,209212.1,56017.97,26.78,3245,2700,3245,3,Medium-Low Value
CUST02488,Ananya Patil,11,26,209149.2,44920.68,21.48,3246,3776,3246,3,Medium-Low Value
CUST01781,Aarav Kumar,13,33,209137.3,45809.73,21.9,3247,3687,3247,3,Medium-Low Value
CUST03504,Arjun Gupta,13,26,209131.64,56787.91,27.15,3248,2623,3248,3,Medium-Low Value
CUST03827,Rahul Mehta,10,24,209125.3,53517.42,25.59,3249,2921,3249,3,Medium-Low Value
CUST05138,Pooja Shah,16,29,209027.95,55059.38,26.34,3250,2781,3250,3,Medium-Low Value
CUST03071,Pooja Sharma,15,23,208985.54,55202.53,26.41,3251,2768,3251,3,Medium-Low Value
CUST04641,Ananya Mhaske,14,30,208966.06,53845.78,25.77,3252,2888,3252,3,Medium-Low Value
CUST02668,Rohan Mhaske,7,18,208939.15,57978.13,27.75,3253,2524,3253,3,Medium-Low Value
CUST02083,Meera Gupta,13,28,208909.22,39794.26,19.05,3254,4299,3254,3,Medium-Low Value
CUST00700,Aarav Singh,11,22,208890.9,57642.62,27.59,3255,2557,3255,3,Medium-Low Value
CUST02166,Aarav Patil,11,25,208823.85,44265.04,21.2,3256,3843,3256,3,Medium-Low Value
CUST03693,Amit Patil,13,34,208777.95,37296.48,17.86,3257,4541,3257,3,Medium-Low Value
CUST03619,Neha Mehta,10,24,208666.15,44641.46,21.39,3258,3802,3258,3,Medium-Low Value
CUST01550,Aarav Verma,11,32,208662.13,54864.7,26.29,3259,2797,3259,3,Medium-Low Value
CUST01919,Meera Verma,11,30,208571.84,52263.36,25.06,3260,3040,3260,3,Medium-Low Value
CUST01445,Kavya Mhaske,12,27,208563.05,51402.09,24.65,3261,3139,3261,3,Medium-Low Value
CUST00529,Ananya Kumar,13,31,208549.57,52127.99,25.0,3262,3060,3262,3,Medium-Low Value
CUST00895,Meera Gupta,14,36,208435.16,57020.72,27.36,3263,2603,3263,3,Medium-Low Value
CUST00820,Karan Mhaske,12,28,208408.63,42362.84,20.33,3264,4056,3264,3,Medium-Low Value
CUST04442,Neha Mehta,14,26,208400.06,38350.81,18.4,3265,4445,3265,3,Medium-Low Value
CUST01622,Karan Nair,12,20,208313.48,55461.05,26.62,3266,2746,3266,3,Medium-Low Value
CUST03420,Meera Shah,10,22,208274.79,42956.71,20.63,3267,3989,3267,3,Medium-Low Value
CUST04582,Aarav Joshi,15,31,208266.2,45924.76,22.05,3268,3676,3268,3,Medium-Low Value
CUST00954,Pooja Deshmukh,7,17,208179.56,53440.5,25.67,3269,2931,3269,3,Medium-Low Value
CUST00443,Aditya Shah,12,38,208146.44,44887.64,21.57,3270,3783,3270,3,Medium-Low Value
CUST05434,Amit Patil,16,31,208117.76,41191.98,19.79,3271,4161,3271,3,Medium-Low Value
CUST00651,Karan Nair,8,24,208080.42,68742.34,33.04,3272,1613,3272,3,Medium-Low Value
CUST01714,Rohan Deshmukh,11,34,208049.72,59038.94,28.38,3273,2428,3273,3,Medium-Low Value
CUST05352,Amit Mhaske,12,27,208019.23,46156.16,22.19,3274,3647,3274,3,Medium-Low Value
CUST01186,Ananya Joshi,15,31,207996.5,43699.42,21.01,3275,3915,3275,3,Medium-Low Value
CUST05762,Ananya Mhaske,12,31,207991.88,47832.96,23.0,3276,3479,3276,3,Medium-Low Value
CUST00344,Rohan Verma,9,23,207958.68,68660.65,33.02,3277,1621,3277,3,Medium-Low Value
CUST02558,Vivaan Kumar,9,23,207935.27,48206.66,23.18,3278,3444,3278,3,Medium-Low Value
CUST05575,Sneha Verma,11,24,207928.71,45607.72,21.93,3279,3704,3279,3,Medium-Low Value
CUST05286,Sneha Joshi,15,33,207926.25,46983.76,22.6,3280,3561,3280,3,Medium-Low Value
CUST03211,Meera Nair,13,26,207880.36,44794.22,21.55,3281,3791,3281,3,Medium-Low Value
CUST04772,Rohan Nair,12,24,207846.32,55368.07,26.64,3282,2755,3282,3,Medium-Low Value
CUST00714,Priya Nair,11,22,207832.95,55340.97,26.63,3283,2756,3283,3,Medium-Low Value
CUST00699,Pooja Patil,11,25,207828.49,34360.47,16.53,3284,4810,3284,3,Medium-Low Value
CUST02355,Rahul Patil,12,26,207815.9,43139.18,20.76,3285,3977,3285,3,Medium-Low Value
CUST02017,Pooja Nair,12,22,207777.48,56008.18,26.96,3286,2701,3286,3,Medium-Low Value
CUST00492,Priya Kumar,13,34,207773.69,63015.12,30.33,3287,2058,3287,3,Medium-Low Value
CUST05102,Aarav Verma,13,24,207770.35,55568.16,26.74,3288,2736,3288,3,Medium-Low Value
CUST04227,Amit Joshi,9,23,207651.74,64375.39,31.0,3289,1954,3289,3,Medium-Low Value
CUST04991,Isha Nair,9,18,207635.09,47337.21,22.8,3290,3524,3290,3,Medium-Low Value
CUST01007,Priya Joshi,12,31,207633.64,53522.25,25.78,3291,2920,3291,3,Medium-Low Value
CUST04848,Ananya Sharma,9,20,207631.47,62875.3,30.28,3292,2073,3292,3,Medium-Low Value
CUST04878,Sneha Kumar,11,26,207599.25,53409.17,25.73,3293,2933,3293,3,Medium-Low Value
CUST04626,Aditya Verma,12,26,207516.14,62101.98,29.93,3294,2141,3294,3,Medium-Low Value
CUST00057,Priya Mhaske,8,23,207494.49,50772.93,24.47,3295,3192,3295,3,Medium-Low Value
CUST01654,Ananya Nair,8,20,207404.26,45978.4,22.17,3296,3673,3296,3,Medium-Low Value
CUST02465,Pooja Mehta,15,28,207298.67,60859.3,29.36,3297,2245,3297,3,Medium-Low Value
CUST05402,Arjun Kumar,13,27,207202.31,58755.72,28.36,3298,2454,3298,3,Medium-Low Value
CUST03297,Arjun Joshi,12,22,207131.41,64406.7,31.09,3299,1950,3299,3,Medium-Low Value
CUST02524,Aarav Sharma,13,27,207116.74,60751.18,29.33,3300,2252,3300,3,Medium-Low Value
CUST04470,Aarav Patil,14,41,206998.67,62744.67,30.31,3301,2078,3301,3,Medium-Low Value
CUST03421,Rohan Shah,12,21,206967.52,50634.59,24.46,3302,3203,3302,3,Medium-Low Value
CUST04252,Isha Mehta,11,29,206945.25,59536.93,28.77,3303,2379,3303,3,Medium-Low Value
CUST04496,Aarav Deshmukh,8,20,206908.53,49735.02,24.04,3304,3291,3304,3,Medium-Low Value
CUST00280,Arjun Mhaske,9,19,206877.9,58148.44,28.11,3305,2504,3305,3,Medium-Low Value
CUST05516,Kavya Mehta,13,26,206847.18,37880.86,18.31,3306,4483,3306,3,Medium-Low Value
CUST03459,Amit Joshi,13,30,206842.15,50279.67,24.31,3307,3233,3307,3,Medium-Low Value
CUST05159,Pooja Gupta,8,25,206838.7,55448.94,26.81,3308,2748,3308,3,Medium-Low Value
CUST05466,Isha Kumar,13,27,206776.97,45343.1,21.93,3309,3731,3309,3,Medium-Low Value
CUST05691,Pooja Sharma,12,25,206768.89,47578.33,23.01,3310,3507,3310,3,Medium-Low Value
CUST03342,Vivaan Deshmukh,7,21,206767.95,59132.79,28.6,3311,2418,3311,3,Medium-Low Value
CUST00928,Vivaan Deshmukh,12,31,206756.59,52221.28,25.26,3312,3045,3312,3,Medium-Low Value
CUST00101,Rohan Gupta,14,23,206710.27,56944.26,27.55,3313,2611,3313,3,Medium-Low Value
CUST03372,Rahul Deshmukh,10,29,206674.06,47228.92,22.85,3314,3533,3314,3,Medium-Low Value
CUST03269,Pooja Joshi,13,24,206670.31,71742.95,34.71,3315,1401,3315,3,Medium-Low Value
CUST01024,Rahul Kumar,12,29,206563.6,41338.33,20.01,3316,4138,3316,3,Medium-Low Value
CUST01090,Vivaan Kumar,11,24,206543.54,53006.03,25.66,3317,2972,3317,3,Medium-Low Value
CUST04507,Kavya Mhaske,13,25,206382.88,44203.07,21.42,3318,3851,3318,3,Medium-Low Value
CUST05379,Sneha Mehta,13,27,206371.69,53328.9,25.84,3319,2939,3319,3,Medium-Low Value
CUST00229,Neha Shah,13,30,206366.08,58930.48,28.56,3320,2437,3320,3,Medium-Low Value
CUST00669,Rohan Shah,11,27,206238.14,43429.8,21.06,3321,3949,3321,3,Medium-Low Value
CUST03712,Vivaan Shah,13,26,206236.35,54564.68,26.46,3322,2825,3322,3,Medium-Low Value
CUST05273,Priya Deshmukh,12,26,206227.73,64521.03,31.29,3323,1942,3323,3,Medium-Low Value
CUST02738,Karan Mhaske,10,26,206223.71,50086.72,24.29,3324,3250,3324,3,Medium-Low Value
CUST03534,Pooja Verma,15,31,206214.42,58460.24,28.35,3325,2478,3325,3,Medium-Low Value
CUST05757,Pooja Verma,12,28,206158.87,54702.97,26.53,3326,2809,3326,3,Medium-Low Value
CUST04936,Rahul Joshi,15,30,206155.6,42444.79,20.59,3327,4046,3327,3,Medium-Low Value
CUST03255,Vivaan Mhaske,14,27,206129.62,55705.92,27.02,3328,2722,3328,3,Medium-Low Value
CUST00250,Rahul Sharma,8,19,206115.41,56004.67,27.17,3329,2702,3329,3,Medium-Low Value
CUST03095,Ananya Shah,15,26,206106.03,44844.43,21.76,3330,3786,3330,3,Medium-Low Value
CUST02880,Rohan Mehta,8,23,206030.33,39996.31,19.41,3331,4286,3331,3,Medium-Low Value
CUST03401,Karan Shah,10,21,206010.22,55388.85,26.89,3332,2752,3332,3,Medium-Low Value
CUST05880,Neha Singh,10,25,205997.11,59110.17,28.69,3333,2419,3333,3,Medium-Low Value
CUST00056,Ananya Singh,12,31,205969.95,37198.38,18.06,3334,4551,3334,3,Medium-Low Value
CUST05267,Sneha Patil,12,31,205927.54,48043.65,23.33,3335,3458,3335,3,Medium-Low Value
CUST04320,Amit Joshi,11,31,205916.63,43685.33,21.22,3336,3918,3336,3,Medium-Low Value
CUST05787,Vivaan Mhaske,12,26,205914.24,40905.46,19.87,3337,4193,3337,3,Medium-Low Value
CUST05423,Amit Patil,11,25,205912.65,47070.37,22.86,3338,3550,3338,3,Medium-Low Value
CUST03751,Neha Sharma,12,27,205904.07,63173.7,30.68,3339,2051,3339,3,Medium-Low Value
CUST00408,Karan Nair,7,20,205870.79,50123.32,24.35,3340,3246,3340,3,Medium-Low Value
CUST01556,Karan Joshi,9,22,205819.35,44367.24,21.56,3341,3834,3341,3,Medium-Low Value
CUST02180,Kavya Shah,12,26,205791.82,58207.6,28.28,3342,2496,3342,3,Medium-Low Value
CUST03593,Kavya Nair,10,24,205783.57,50437.03,24.51,3343,3220,3343,3,Medium-Low Value
CUST02059,Amit Kumar,11,29,205711.9,43952.22,21.37,3344,3881,3344,3,Medium-Low Value
CUST02288,Kavya Mhaske,11,30,205700.03,44346.95,21.56,3345,3837,3345,3,Medium-Low Value
CUST02195,Karan Joshi,13,25,205664.6,59471.38,28.92,3346,2385,3346,3,Medium-Low Value
CUST04962,Neha Gupta,12,29,205565.88,41305.02,20.09,3347,4142,3347,3,Medium-Low Value
CUST00007,Karan Verma,10,22,205518.04,53651.95,26.11,3348,2910,3348,3,Medium-Low Value
CUST02400,Sneha Mhaske,8,22,205513.31,34917.9,16.99,3349,4754,3349,3,Medium-Low Value
CUST05285,Priya Mehta,12,26,205495.93,40915.2,19.91,3350,4190,3350,3,Medium-Low Value
CUST03599,Aarav Shah,13,30,205475.32,49247.86,23.97,3351,3342,3351,3,Medium-Low Value
CUST03373,Rahul Singh,14,38,205464.37,41511.39,20.2,3352,4124,3352,3,Medium-Low Value
CUST00939,Sneha Patil,12,31,205405.15,50753.4,24.71,3353,3194,3353,3,Medium-Low Value
CUST03629,Pooja Mhaske,11,28,205385.07,48806.35,23.76,3354,3383,3354,3,Medium-Low Value
CUST02731,Amit Shah,8,18,205362.76,44626.54,21.73,3355,3804,3355,3,Medium-Low Value
CUST02859,Ananya Singh,11,29,205234.56,48550.14,23.66,3356,3411,3356,3,Medium-Low Value
CUST02696,Pooja Patil,11,22,205229.96,49309.54,24.03,3357,3332,3357,3,Medium-Low Value
CUST04350,Aditya Sharma,11,31,205209.57,36098.78,17.59,3358,4645,3358,3,Medium-Low Value
CUST01115,Sneha Sharma,13,27,205196.51,48854.13,23.81,3359,3376,3359,3,Medium-Low Value
CUST01107,Amit Nair,8,26,205098.81,55709.54,27.16,3360,2721,3360,3,Medium-Low Value
CUST00625,Kavya Sharma,12,24,205082.31,47145.76,22.99,3361,3541,3361,3,Medium-Low Value
CUST01354,Pooja Nair,14,31,204977.52,40597.62,19.81,3362,4227,3362,3,Medium-Low Value
CUST00678,Isha Mhaske,11,33,204956.83,54510.59,26.6,3363,2832,3363,3,Medium-Low Value
CUST02769,Amit Kumar,11,29,204940.51,37153.52,18.13,3364,4557,3364,3,Medium-Low Value
CUST03475,Kavya Sharma,15,28,204907.49,53106.95,25.92,3365,2963,3365,3,Medium-Low Value
CUST03868,Vivaan Patil,11,36,204905.48,56267.88,27.46,3366,2676,3366,3,Medium-Low Value
CUST03030,Neha Deshmukh,9,24,204857.51,60787.87,29.67,3367,2250,3367,3,Medium-Low Value
CUST05700,Aditya Gupta,9,28,204849.82,65213.06,31.83,3368,1880,3368,3,Medium-Low Value
CUST01655,Arjun Deshmukh,18,43,204845.63,43746.56,21.36,3369,3909,3369,3,Medium-Low Value
CUST01554,Meera Patil,14,30,204844.09,55496.58,27.09,3370,2742,3370,3,Medium-Low Value
CUST00133,Vivaan Deshmukh,14,33,204727.69,51628.21,25.22,3371,3112,3371,3,Medium-Low Value
CUST03352,Aarav Sharma,11,28,204715.01,53731.67,26.25,3372,2901,3372,3,Medium-Low Value
CUST04529,Rohan Mhaske,11,26,204706.93,34613.27,16.91,3373,4785,3373,3,Medium-Low Value
CUST04808,Pooja Kumar,14,28,204689.58,45144.33,22.06,3374,3753,3374,3,Medium-Low Value
CUST03458,Karan Mhaske,10,20,204639.15,61561.85,30.08,3375,2186,3375,3,Medium-Low Value
CUST02865,Amit Shah,13,29,204619.34,49795.83,24.34,3376,3284,3376,3,Medium-Low Value
CUST02295,Rahul Mehta,16,31,204607.64,49773.02,24.33,3377,3290,3377,3,Medium-Low Value
CUST01661,Priya Kumar,12,28,204566.04,48436.32,23.68,3378,3419,3378,3,Medium-Low Value
CUST05177,Neha Gupta,14,36,204565.62,47734.05,23.33,3379,3490,3379,3,Medium-Low Value
CUST02286,Kavya Shah,11,26,204558.94,54217.01,26.5,3380,2853,3380,3,Medium-Low Value
CUST01032,Meera Verma,12,29,204549.09,40118.19,19.61,3381,4275,3381,3,Medium-Low Value
CUST02551,Isha Deshmukh,13,30,204545.52,44254.91,21.64,3382,3845,3382,3,Medium-Low Value
CUST01957,Priya Singh,11,27,204539.32,33387.09,16.32,3383,4901,3383,3,Medium-Low Value
CUST05174,Sneha Shah,11,25,204515.72,66733.04,32.63,3384,1770,3384,3,Medium-Low Value
CUST04202,Rohan Shah,13,32,204465.86,47590.92,23.28,3385,3504,3385,3,Medium-Low Value
CUST01947,Aarav Shah,11,20,204379.15,46519.58,22.76,3386,3610,3386,3,Medium-Low Value
CUST05625,Pooja Sharma,12,25,204359.58,50441.18,24.68,3387,3219,3387,3,Medium-Low Value
CUST00128,Arjun Patil,9,26,204338.55,53785.7,26.32,3388,2896,3388,3,Medium-Low Value
CUST03889,Karan Sharma,11,32,204272.54,58662.23,28.72,3389,2464,3389,3,Medium-Low Value
CUST01156,Sneha Sharma,16,37,204241.49,39231.52,19.21,3390,4358,3390,3,Medium-Low Value
CUST00602,Amit Deshmukh,11,27,204206.16,57224.37,28.02,3391,2586,3391,3,Medium-Low Value
CUST00220,Karan Patil,13,24,204200.5,43675.1,21.39,3392,3921,3392,3,Medium-Low Value
CUST04890,Pooja Nair,16,28,204168.97,37414.98,18.33,3393,4530,3393,3,Medium-Low Value
CUST00840,Sneha Singh,12,26,204106.05,47790.2,23.41,3394,3484,3394,3,Medium-Low Value
CUST05509,Meera Shah,8,25,204101.98,55831.49,27.35,3395,2713,3395,3,Medium-Low Value
CUST03962,Ananya Deshmukh,12,24,204094.96,39975.4,19.59,3396,4290,3396,3,Medium-Low Value
CUST00572,Karan Kumar,8,20,204088.01,72315.34,35.43,3397,1361,3397,3,Medium-Low Value
CUST04434,Rohan Mhaske,12,27,204065.57,37243.05,18.25,3398,4547,3398,3,Medium-Low Value
CUST03327,Karan Mhaske,10,27,204052.84,42873.98,21.01,3399,3999,3399,3,Medium-Low Value
CUST04905,Karan Kumar,14,32,204045.01,56944.76,27.91,3400,2610,3400,3,Medium-Low Value
CUST02275,Rahul Sharma,10,19,204022.21,45882.4,22.49,3401,3679,3401,3,Medium-Low Value
CUST04816,Vivaan Verma,13,35,204015.98,45863.02,22.48,3402,3680,3402,3,Medium-Low Value
CUST03304,Kavya Verma,12,28,203976.64,37665.5,18.47,3403,4502,3403,3,Medium-Low Value
CUST02536,Isha Verma,15,40,203950.81,44492.23,21.82,3404,3815,3404,3,Medium-Low Value
CUST05149,Isha Verma,10,26,203949.4,59884.63,29.36,3405,2344,3405,3,Medium-Low Value
CUST00242,Isha Joshi,7,22,203811.37,35177.0,17.26,3406,4723,3406,3,Medium-Low Value
CUST01918,Kavya Nair,9,25,203802.17,59222.63,29.06,3407,2410,3407,3,Medium-Low Value
CUST04396,Aarav Mehta,10,40,203746.48,46047.22,22.6,3408,3659,3408,3,Medium-Low Value
CUST00728,Amit Nair,12,22,203722.13,55262.84,27.13,3409,2761,3409,3,Medium-Low Value
CUST05934,Vivaan Sharma,13,23,203654.59,53061.18,26.05,3410,2967,3410,3,Medium-Low Value
CUST03306,Sneha Deshmukh,13,30,203604.99,35101.36,17.24,3411,4736,3411,3,Medium-Low Value
CUST03667,Pooja Joshi,13,24,203551.02,50899.76,25.01,3412,3181,3412,3,Medium-Low Value
CUST03165,Kavya Singh,12,26,203488.3,41690.89,20.49,3413,4110,3413,3,Medium-Low Value
CUST02929,Amit Joshi,8,29,203470.99,48666.71,23.92,3414,3395,3414,3,Medium-Low Value
CUST04147,Pooja Gupta,13,23,203436.14,51417.7,25.27,3415,3137,3415,3,Medium-Low Value
CUST00484,Isha Shah,12,27,203416.4,63744.61,31.34,3416,2003,3416,3,Medium-Low Value
CUST05819,Sneha Shah,14,37,203415.45,40119.31,19.72,3417,4274,3417,3,Medium-Low Value
CUST01755,Ananya Kumar,10,20,203406.83,57334.27,28.19,3418,2578,3418,3,Medium-Low Value
CUST03243,Isha Patil,12,32,203382.23,44138.77,21.7,3419,3861,3419,3,Medium-Low Value
CUST05552,Meera Verma,14,33,203364.64,59007.71,29.02,3420,2431,3420,3,Medium-Low Value
CUST05611,Rohan Mehta,13,27,203252.75,36888.08,18.15,3421,4580,3421,3,Medium-Low Value
CUST05799,Vivaan Kumar,15,34,203239.84,49367.27,24.29,3422,3325,3422,3,Medium-Low Value
CUST05276,Karan Mhaske,11,27,203236.26,52336.22,25.75,3423,3035,3423,3,Medium-Low Value
CUST02102,Rohan Joshi,10,30,203200.73,33657.78,16.56,3424,4881,3424,3,Medium-Low Value
CUST04773,Amit Sharma,13,29,203179.8,51716.95,25.45,3425,3098,3425,3,Medium-Low Value
CUST01209,Arjun Singh,16,34,203142.45,35504.67,17.48,3426,4696,3426,3,Medium-Low Value
CUST01544,Ananya Kumar,10,22,203069.59,53380.41,26.29,3427,2935,3427,3,Medium-Low Value
CUST01321,Ananya Shah,11,24,203050.13,52750.78,25.98,3428,2993,3428,3,Medium-Low Value
CUST03540,Sneha Deshmukh,9,28,203003.9,40697.92,20.05,3429,4219,3429,3,Medium-Low Value
CUST02552,Ananya Sharma,12,35,202995.81,52426.66,25.83,3430,3028,3430,3,Medium-Low Value
CUST05239,Vivaan Patil,13,33,202994.8,40793.52,20.1,3431,4205,3431,3,Medium-Low Value
CUST01896,Meera Patil,16,29,202966.26,36711.86,18.09,3432,4593,3432,3,Medium-Low Value
CUST00698,Kavya Joshi,11,25,202954.0,56202.39,27.69,3433,2689,3433,3,Medium-Low Value
CUST02132,Kavya Deshmukh,13,23,202947.56,48960.82,24.12,3434,3365,3434,3,Medium-Low Value
CUST02989,Rahul Singh,17,30,202882.16,47330.23,23.33,3435,3526,3435,3,Medium-Low Value
CUST01369,Neha Kumar,9,27,202878.85,47115.31,23.22,3436,3544,3436,3,Medium-Low Value
CUST03087,Meera Mehta,10,26,202828.84,51253.22,25.27,3437,3154,3437,3,Medium-Low Value
CUST03115,Arjun Mhaske,16,30,202781.57,34456.54,16.99,3438,4802,3438,3,Medium-Low Value
CUST00982,Rahul Mehta,11,26,202673.68,56261.28,27.76,3439,2679,3439,3,Medium-Low Value
CUST03354,Pooja Singh,11,26,202642.12,43184.79,21.31,3440,3974,3440,3,Medium-Low Value
CUST04387,Rahul Kumar,10,30,202553.7,65478.02,32.33,3441,1859,3441,3,Medium-Low Value
CUST02040,Vivaan Deshmukh,11,28,202449.63,46866.91,23.15,3442,3572,3442,3,Medium-Low Value
CUST04002,Meera Joshi,8,19,202336.67,55113.15,27.24,3443,2774,3443,3,Medium-Low Value
CUST04278,Karan Kumar,10,30,202322.28,51065.36,25.24,3444,3169,3444,3,Medium-Low Value
CUST03919,Meera Deshmukh,7,20,202268.18,60780.68,30.05,3445,2251,3445,3,Medium-Low Value
CUST03018,Aditya Kumar,14,35,202245.69,51480.88,25.45,3446,3130,3446,3,Medium-Low Value
CUST02035,Aarav Joshi,8,27,202218.47,56976.99,28.18,3447,2608,3447,3,Medium-Low Value
CUST03287,Arjun Patil,12,30,202216.05,50752.25,25.1,3448,3195,3448,3,Medium-Low Value
CUST00021,Aditya Mehta,15,33,202116.65,43883.02,21.71,3449,3896,3449,3,Medium-Low Value
CUST05132,Rohan Gupta,13,29,202068.82,43536.91,21.55,3450,3937,3450,3,Medium-Low Value
CUST02074,Sneha Mehta,18,28,202050.93,55474.75,27.46,3451,2743,3451,3,Medium-Low Value
CUST02169,Sneha Kumar,12,25,202020.52,43152.72,21.36,3452,3976,3452,3,Medium-Low Value
CUST04519,Pooja Mehta,10,25,201997.51,50397.53,24.95,3453,3221,3453,3,Medium-Low Value
CUST02348,Aarav Deshmukh,15,29,201841.86,38795.92,19.22,3454,4400,3454,3,Medium-Low Value
CUST05374,Ananya Sharma,11,27,201835.14,50176.69,24.86,3455,3240,3455,3,Medium-Low Value
CUST01984,Aditya Joshi,16,31,201833.34,58773.97,29.12,3456,2452,3456,3,Medium-Low Value
CUST02152,Pooja Gupta,16,33,201781.84,62490.5,30.97,3457,2114,3457,3,Medium-Low Value
CUST04898,Amit Deshmukh,9,29,201772.91,42682.53,21.15,3458,4019,3458,3,Medium-Low Value
CUST02085,Rahul Nair,15,36,201719.31,42646.47,21.14,3459,4022,3459,3,Medium-Low Value
CUST00409,Pooja Shah,14,37,201710.07,46834.7,23.22,3460,3575,3460,3,Medium-Low Value
CUST04117,Amit Deshmukh,13,23,201709.74,45956.49,22.78,3461,3674,3461,3,Medium-Low Value
CUST00910,Aditya Mehta,16,28,201686.31,47651.6,23.63,3462,3498,3462,3,Medium-Low Value
CUST03338,Isha Kumar,11,26,201683.75,41011.64,20.33,3463,4182,3463,3,Medium-Low Value
CUST04814,Isha Verma,12,25,201675.85,54212.7,26.88,3464,2854,3464,3,Medium-Low Value
CUST00313,Karan Nair,11,28,201675.42,51432.4,25.5,3465,3136,3465,3,Medium-Low Value
CUST05092,Isha Gupta,10,23,201569.14,58205.67,28.88,3466,2497,3466,3,Medium-Low Value
CUST03313,Ananya Mhaske,14,28,201554.64,49417.29,24.52,3467,3319,3467,3,Medium-Low Value
CUST03891,Vivaan Nair,15,33,201462.64,50181.66,24.91,3468,3237,3468,3,Medium-Low Value
CUST02491,Amit Gupta,9,19,201452.86,60066.37,29.82,3469,2330,3469,3,Medium-Low Value
CUST05550,Neha Mhaske,15,35,201435.03,51573.48,25.6,3470,3119,3470,3,Medium-Low Value
CUST05134,Neha Verma,12,30,201431.46,29240.81,14.52,3471,5246,3471,3,Medium-Low Value
CUST03404,Isha Shah,11,34,201415.59,51334.57,25.49,3472,3146,3472,3,Medium-Low Value
CUST05451,Karan Patil,9,29,201349.41,53910.31,26.77,3473,2883,3473,3,Medium-Low Value
CUST01078,Kavya Mehta,9,24,201291.15,73484.69,36.51,3474,1293,3474,3,Medium-Low Value
CUST00704,Kavya Sharma,11,30,201288.02,30299.05,15.05,3475,5174,3475,3,Medium-Low Value
CUST00907,Amit Nair,13,23,201269.01,46872.81,23.29,3476,3571,3476,3,Medium-Low Value
CUST00539,Meera Singh,9,29,201257.84,58057.5,28.85,3477,2513,3477,3,Medium-Low Value
CUST03133,Aarav Shah,12,26,201169.52,51605.11,25.65,3478,3116,3478,3,Medium-Low Value
CUST03936,Aditya Joshi,14,29,201159.94,39447.56,19.61,3479,4336,3479,3,Medium-Low Value
CUST04841,Aditya Kumar,13,26,201104.67,52223.19,25.97,3480,3044,3480,3,Medium-Low Value
CUST05216,Vivaan Kumar,8,26,201098.35,27754.97,13.8,3481,5345,3481,3,Medium-Low Value
CUST00890,Neha Mehta,12,28,201008.06,61534.99,30.61,3482,2188,3482,3,Medium-Low Value
CUST02980,Rohan Joshi,16,31,200929.96,48553.52,24.16,3483,3409,3483,3,Medium-Low Value
CUST05655,Arjun Mhaske,15,32,200916.3,48040.07,23.91,3484,3459,3484,3,Medium-Low Value
CUST03812,Neha Joshi,13,28,200813.89,51676.22,25.73,3485,3106,3485,3,Medium-Low Value
CUST00534,Ananya Singh,12,23,200783.23,45890.42,22.86,3486,3678,3486,3,Medium-Low Value
CUST03022,Aarav Deshmukh,13,32,200776.76,52172.64,25.99,3487,3056,3487,3,Medium-Low Value
CUST04971,Aarav Joshi,14,34,200769.76,51489.05,25.65,3488,3129,3488,3,Medium-Low Value
CUST05891,Meera Shah,14,29,200748.01,33709.56,16.79,3489,4876,3489,3,Medium-Low Value
CUST04745,Amit Verma,11,26,200726.92,49311.81,24.57,3490,3331,3490,3,Medium-Low Value
CUST02779,Rohan Nair,13,26,200719.24,41342.12,20.6,3491,4137,3491,3,Medium-Low Value
CUST00166,Sneha Deshmukh,11,31,200649.55,61918.91,30.86,3492,2158,3492,3,Medium-Low Value
CUST04187,Vivaan Nair,14,28,200615.91,48489.44,24.17,3493,3417,3493,3,Medium-Low Value
CUST02356,Amit Mhaske,9,31,200615.46,16375.52,8.16,3494,5860,3494,3,Medium-Low Value
CUST02543,Sneha Shah,15,33,200606.94,44903.66,22.38,3495,3778,3495,3,Medium-Low Value
CUST05541,Neha Sharma,16,29,200599.54,45171.83,22.52,3496,3746,3496,3,Medium-Low Value
CUST02218,Meera Singh,12,28,200587.46,51164.66,25.51,3497,3157,3497,3,Medium-Low Value
CUST03468,Pooja Sharma,9,25,200571.82,44347.83,22.11,3498,3836,3498,3,Medium-Low Value
CUST03068,Kavya Verma,9,28,200470.78,31290.88,15.61,3499,5085,3499,3,Medium-Low Value
CUST00322,Ananya Singh,12,29,200459.65,39831.26,19.87,3500,4296,3500,3,Medium-Low Value
